Policy:,F-gas substitution,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
-60,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-50,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30,-20,0,198538566.3,390376892.8,575848528.7,583444927.5,506266950.1,2995508030,5010817758,6921093965,8746460748,10502209875,14636468282,18363070118,21758989337,24882968367,27780614102,30016232650,32251740322,34487142119,35817949079,37066498728,37952858775,38714561796,39365778280,39918609339,40383451156,39142051956,37964392169,36845095713,35779374567,34762950503,33639245738,32575940443,31567567479,30609300202,29696861337,28599112077,27586864779,26574617482,25562370185,24550122888,23537875590,22525628293,21513380996,20501133699,19488886402
-20,-10,0,0,0,0,0,0,34900184882,67613135227,98586508353,1.28154E+11,1.56568E+11,1.69537E+11,1.81444E+11,1.9249E+11,2.02828E+11,2.12577E+11,2.17244E+11,2.21911E+11,2.26578E+11,2.25549E+11,2.2446E+11,2.2738E+11,2.29787E+11,2.31738E+11,2.33285E+11,2.34468E+11,2.30135E+11,2.25946E+11,2.21887E+11,2.17948E+11,2.14121E+11,2.07197E+11,2.00646E+11,1.94433E+11,1.88529E+11,1.82907E+11,1.76144E+11,1.69907E+11,1.6367E+11,1.57434E+11,1.51197E+11,1.4496E+11,1.38724E+11,1.32487E+11,1.2625E+11,1.20013E+11
-10,0,0,327522609.6,643992051.6,949958571.5,962490103.5,835172106.4,29902527311,56623723009,81927486598,1.06085E+11,1.29304E+11,1.9634E+11,2.56694E+11,3.11628E+11,3.62104E+11,4.08871E+11,5.0141E+11,5.93944E+11,6.86474E+11,7.59811E+11,8.29211E+11,1.226E+12,1.58284E+12,1.90428E+12,2.19418E+12,2.45589E+12,2.70398E+12,2.9304E+12,3.13696E+12,3.3253E+12,3.49689E+12,3.72499E+12,3.92983E+12,4.11351E+12,4.2779E+12,4.42464E+12,4.64274E+12,4.82792E+12,5.0131E+12,5.19828E+12,5.38345E+12,5.56863E+12,5.75381E+12,5.93898E+12,6.12416E+12,6.30934E+12
0,0,1524817674,0,0,0,0,1076771598,0,0,0,0,2305686642,0,0,0,0,2652691280,0,0,0,0,2532715130,0,0,0,0,1989364184,0,0,0,0,1641466881,0,0,0,0,1332462451,0,0,0,0,3877833815,0,0,0,0,3786722899
0.1,10,1.2804E+11,1.27112E+11,1.26216E+11,1.25349E+11,96185243615,67417160248,1.28071E+11,1.42587E+11,1.56615E+11,1.70249E+11,1.83559E+11,1.98206E+11,2.11666E+11,2.24163E+11,2.35868E+11,2.46914E+11,4.78728E+11,7.10529E+11,9.42316E+11,1.14517E+12,1.33761E+12,1.56519E+12,1.769E+12,1.95173E+12,2.11569E+12,2.26287E+12,2.39654E+12,2.51773E+12,2.6275E+12,2.72678E+12,2.81642E+12,2.84894E+12,2.87573E+12,2.89731E+12,2.91413E+12,2.9266E+12,2.95666E+12,2.9786E+12,3.00054E+12,3.02249E+12,3.04443E+12,3.06637E+12,3.08832E+12,3.11026E+12,3.13221E+12,3.15415E+12
10,20,9288964267,7303626389,5385289296,3530617576,1341447108,0,0,0,0,0,0,4294201116,8145810184,11638397697,14835740208,17787353046,23025459956,28263261300,33500770854,37783863609,41840258610,44125292928,46142994015,47923751195,49493515910,50874583289,52605027717,54155626900,55541549826,56776306238,57871967458,61344183123,64457469401,67244315270,69733403503,71950152198,75268124897,78077994346,80887863795,83697733244,86507602692,89317472141,92127341590,94937211039,97747080488,1.00557E+11
20,30,0,2377952480,4675654295,6897100458,6988084673,6063702240,10456008176,10765132647,11083386037,11409019275,11740703286,10537515027,9478962649,8537735921,7692993124,6928553009,14482238755,22035465733,29588254627,36225831182,42523051431,1.13114E+11,1.76703E+11,2.34087E+11,2.85945E+11,3.32861E+11,3.81787E+11,4.26566E+11,4.67549E+11,5.05047E+11,5.39339E+11,5.55502E+11,5.69714E+11,5.8215E+11,5.92966E+11,6.02301E+11,6.17626E+11,6.30187E+11,6.42748E+11,6.55309E+11,6.67871E+11,6.80432E+11,6.92993E+11,7.05554E+11,7.18115E+11,7.30676E+11
30,40,0,0,0,0,0,0,60913459.72,118009403.2,172069154.5,223674438.8,273267293.3,4678329064,8629852754,12213475693,15494551733,18523820798,21500706416,24477426520,27453988575,29680882368,31784983380,59059129063,83612752087,1.05755E+11,1.2575E+11,1.43825E+11,1.66708E+11,1.87661E+11,2.06848E+11,2.24414E+11,2.40488E+11,2.41897E+11,2.42935E+11,2.43634E+11,2.44024E+11,2.44133E+11,2.45382E+11,2.46106E+11,2.46829E+11,2.47552E+11,2.48275E+11,2.48998E+11,2.49721E+11,2.50444E+11,2.51167E+11,2.5189E+11
40,50,0,0,0,0,0,0,0,0,0,0,0,109494.4433,207703.5815,296758.3125,378284.8244,453545.6694,362825.0046,272110.3692,181401.4913,88464.17145,0,0,0,0,0,0,1642626762,3155540759,4549682571,5834796054,7019587608,6759634431,6514719491,6283481583,6064718969,5857366695,5603875910,5371673372,5139470833,4907268294,4675065755,4442863216,4210660678,3978458139,3746255600,3514053061
50,60,0,0,0,0,0,0,17887992.55,34654924.14,50530240.26,65684771.7,80248328.2,476316538.7,831704020.1,1154092132,1449342879,1722007448,2267007135,2811974903,3356912194,3805716411,4230841421,4647579642,5018982190,5350202635,5645641948,5909081047,5882627365,5853245217,5821181606,5786656512,5749866496,5736588423,5718458576,5695916120,5669348770,5639100112,5623737083,5601505845,5579274607,5557043369,5534812131,5512580893,5490349655,5468118417,5445887179,5423655941
60,70,0,7425393332,14600195975,21536882757,21820990024,18934513859,1.22444E+11,2.07576E+11,2.88261E+11,3.65351E+11,4.39493E+11,5.52978E+11,6.55538E+11,7.49237E+11,8.35648E+11,9.15994E+11,9.58794E+11,1.00159E+12,1.04439E+12,1.0604E+12,1.07512E+12,8.57945E+11,6.61095E+11,4.82261E+11,3.19469E+11,1.71026E+11,1.65595E+11,1.60448E+11,1.55561E+11,1.50912E+11,1.46483E+11,1.41797E+11,1.37362E+11,1.33154E+11,1.29154E+11,1.25344E+11,1.20766E+11,1.16542E+11,1.12319E+11,1.08095E+11,1.03871E+11,99647353276,95423636874,91199920472,86976204070,82752487668
70,80,41818404848,45373720349,48809051773,52130372131,42752856855,31857250359,41183779194,29919946426,19389414914,9451686397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,90,0,0,0,0,0,0,15500378828,30029331172,43785677125,56917445688,69537120149,68655026100,67986012090,67489844221,67135818122,66900095298,70211796062,73523357504,76834785906,78172045621,79405943247,60298667259,42995020662,27289974408,13008440713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,100,0,52781386.15,103781516.6,153089065.4,155108564.5,134590834.9,238235596.3,250863872.6,263388109,275828239.3,288199410.4,217605312.9,154793481.3,98294463.62,46986852.19,0,0,0,0,0,0,18794477869,35736288536,51036035460,64873566786,77403391758,77943719142,78375655144,78708341999,78949921928,79107670228,79347489054,79484222092,79527200292,79484661447,79363905724,79559425425,79609016078,79658606731,79708197384,79757788037,79807378690,79856969344,79906559997,79956150650,80005741303
100,150,0,0,0,0,0,0,7080807923,13717853508,20001960786,26000751649,31765610166,36960604943,41675972018,46002274978,50008627134,53748687206,58325645908,62902374591,67478883626,70280424573,72911316102,74401301499,75671072289,76745661548,77646446666,78391793160,76548871768,74784916958,73093268319,71467993984,69903793667,67641010334,65499954142,63469606796,61540240834,59703235973,57492762526,55454606974,53416451422,51378295870,49340140318,47301984766,45263829214,43225673662,41187518110,39149362558
150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,2.45596E+11,1.93104E+11,1.42384E+11,93347837982,35467219148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,350,0,57364361061,1.12793E+11,1.66382E+11,1.68577E+11,1.46277E+11,2.41061E+11,2.38044E+11,2.35805E+11,2.34194E+11,2.33098E+11,1.76001E+11,1.25198E+11,79501232932,38003286687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,400,0,0,0,0,0,0,0,0,0,0,0,47125802917,89394472909,1.27723E+11,1.62812E+11,1.95204E+11,1.97993E+11,2.00783E+11,2.03573E+11,2.0128E+11,1.99E+11,1.914E+11,1.8435E+11,1.77786E+11,1.71655E+11,1.65912E+11,1.27391E+11,91770839652,58807063035,28281688940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33910524302,65143247413,93924027619,1.20454E+11,1.44913E+11,1.40251E+11,1.3584E+11,1.31655E+11,1.27678E+11,1.2389E+11,1.19336E+11,1.15136E+11,1.10935E+11,1.06735E+11,1.02534E+11,98333483403,94132961235,89932439067,85731916900,81531394732
450,500,0,0,0,0,0,0,30495764849,59080325207,86144843822,1.11981E+11,1.36809E+11,1.33334E+11,1.30457E+11,1.28066E+11,1.26075E+11,1.24415E+11,1.24411E+11,1.24408E+11,1.24404E+11,1.21336E+11,1.18358E+11,1.17499E+11,1.16605E+11,1.1568E+11,1.14729E+11,1.13753E+11,1.11085E+11,1.0853E+11,1.0608E+11,1.03726E+11,1.0146E+11,98179274753,95074471446,92130115509,89332109191,86667959347,83462551469,80506879308,77551207146,74595534985,71639862824,68684190663,65728518502,62772846341,59817174179,56861502018
500,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,0.133643915,0.157620139,0.180787218,0.203185432,0.173699257,0.133975426,0.281446868,0.335541623,0.387324681,0.437238954,0.485621001,0.47666934,0.469493457,0.463758049,0.459207229,0.455642332,0.455627852,0.455613813,0.455600197,0.444365629,0.433458906,0.411445813,0.391166661,0.372424341,0.355050532,0.338900625,0.325269248,0.312426533,0.300305961,0.28884829,0.278000582,0.265812548,0.254382873,0.243642913,0.233532065,0.223996627,0.212134483,0.201345878,0.190557272,0.179768667,0.168980062,0.158191457,0.147402851,0.136614246,0.125825641,0.115037036
