Policy:,chemicals - F-gas inspection maintenance retrofitting,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
-40,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20,-10,0,2256361131,4512722261,6769083392,6858378849,5951153876,10550069881,11123534552,11691596765,12255291615,12815405642,13187498969,13543756105,13887167250,14220014363,14544069132,14907197449,15270317467,15633429559,15602530775,15565474492,15856305903,16102811769,16310030832,16482266005,16623213962,16233329190,15860117483,15502172557,15158241952,14827206563,14347771091,13894110234,13463890968,13055053591,12665772837,12197413508,11765540925,11333668342,10901795760,10469923177,10038050594,9606178011,9174305429,8742432846,8310560263
-10,0,32399969624,30061990768,27724011911,25386033054,17514072245,10924567301,16483845539,14834259223,13318455778,11910802816,10591822975,8739564123,7096820768,5624032072,4291007305,3074306758,3094969352,3115633649,3136299571,3079209238,3023381833,2884824016,2756883424,2638353134,2528202478,2425545997,2326717512,2233633644,2145809863,2062814641,1984262397,1884923928,1792059973,1705084484,1623480070,1546788228,1450232056,1362841259,1275450461,1188059664,1100668866,1013278069,925887271.7,838496474.3,751105677,663714879.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,10,8.84348E+11,9.18245E+11,9.52143E+11,9.86041E+11,7.75045E+11,5.55898E+11,9.16637E+11,9.05673E+11,8.97635E+11,8.91963E+11,8.88232E+11,8.50693E+11,8.18584E+11,7.90879E+11,7.66797E+11,7.45728E+11,7.5677E+11,7.67812E+11,7.78855E+11,7.70441E+11,7.62059E+11,7.33307E+11,7.06624E+11,6.81773E+11,6.58554E+11,6.36794E+11,6.19377E+11,6.02795E+11,5.86977E+11,5.71861E+11,5.5739E+11,5.39689E+11,5.2293E+11,5.07027E+11,4.91904E+11,4.77496E+11,4.602E+11,4.44236E+11,4.28272E+11,4.12308E+11,3.96344E+11,3.80381E+11,3.64417E+11,3.48453E+11,3.32489E+11,3.16526E+11
10,20,2117488152,2295345308,2473202464,2651059621,2149676167,1586073621,2755486015,2855580450,2957039745,3059602398,3163069700,3208910357,3255583314,3302931416,3350834730,3399200143,3586605173,3774001945,3961390830,4046585674,4125653785,4124765462,4119814842,4111263709,4099506413,4084881741,4101549931,4113433400,4120935713,4124416294,4124196295,4096391681,4066679145,4035231386,4002200869,3967722708,3939098201,3907772826,3876447451,3845122076,3813796701,3782471325,3751145950,3719820575,3688495200,3657169825
20,30,6238983346,5424842616,4610701885,3796561154,2266322628,1143767806,1923511670,1936119714,1952879928,1972996770,1995865727,1950817855,1913919347,1883631434,1858779812,1838452763,1470715470,1103002617,735313101.6,358590570.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,40,0,747332213,1494664426,2241996639,2271572300,1971089174,3139796592,2997446458,2870977060,2757345697,2654240304,2450461451,2272348600,2115055481,1974883679,1848961791,2214074720,2579166940,2944239384,3227783253,3495962952,3295735221,3111728477,2942098786,2785271492,2639893792,2483433242,2337086317,2199999986,2071414526,1950651105,1661874454,1395898661,1150659876,924336037,715312467.7,436334044.5,189632695.3,0,0,0,0,0,0,0,0
40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132472847.8,253553294.3,364272537.9,465540968.5,558165355.4,673812807.6,780150076.5,886487345.5,992824614.4,1099161883,1205499152,1311836421,1418173690,1524510959,1630848228
50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,80,7916659089,6333327271,4749995453,3166663636,1203163946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,90,0,1821719676,3643439352,5465159028,5537253556,4804786771,6211436179,4512597954,2924357979,1425525971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,100,0,0,0,0,0,0,1730672516,3352881805,4888826837,6355035580,7764067191,7494410900,7266187524,7071573676,6904598963,6760628044,5408330554,4056122938,2704001145,1318661821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397736154,2795386177,4192953952,5452747488,6648640791,6343941836,6062590948,5801934019,5559704527,5333955284,5116624142,4911925833,4718794846,4536282219,4363540027,4145087375,3940872662,3749607122,3570152971,3401501931,3189167758,2996988923,2804810088,2612631252,2420452417,2228273582,2036094746,1843915911,1651737076,1459558241
150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,250,2.3337E+11,2.42156E+11,2.50943E+11,2.5973E+11,2.04044E+11,1.46277E+11,2.41061E+11,2.38044E+11,2.35805E+11,2.34194E+11,2.33098E+11,2.23126E+11,2.14592E+11,2.07224E+11,2.00815E+11,1.95204E+11,1.56158E+11,1.17115E+11,78074198733,38074490200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41835503827,83668429662,1.25499E+11,1.63206E+11,1.99E+11,1.914E+11,1.8435E+11,1.77786E+11,1.71655E+11,1.65912E+11,1.61301E+11,1.56914E+11,1.52731E+11,1.48736E+11,1.44913E+11,1.40251E+11,1.3584E+11,1.31655E+11,1.27678E+11,1.2389E+11,1.19336E+11,1.15136E+11,1.10935E+11,1.06735E+11,1.02534E+11,98333483403,94132961235,89932439067,85731916900,81531394732
300,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,550,2.26764E+11,1.81411E+11,1.36059E+11,90705702929,34463348197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,600,0,66775406798,1.33551E+11,2.00326E+11,2.02969E+11,1.7612E+11,2.35134E+11,1.79849E+11,1.28246E+11,79620171299,33435152920,32262079774,31268652091,30420949108,29693084303,29064959702,29696492492,30328014497,30959526203,30812923929,30658320498,29684619042,28776062058,27925244194,27125841535,26372421144,25796674901,25244000494,24712451937,24200296102,23705984394,18133337906,13015216809,8310479125,3982802811,0,0,0,0,0,0,0,0,0,0,0
600,650,0,0,0,0,0,0,75031118970,1.4536E+11,2.11949E+11,2.75515E+11,3.36601E+11,3.31499E+11,3.27514E+11,3.24435E+11,3.22102E+11,3.20388E+11,2.56303E+11,1.92221E+11,1.28144E+11,62491819513,0,0,0,0,0,0,0,0,0,0,0,4939141901,9453527424,13581603964,17357314663,20810739252,25122560024,29087258218,33051956412,37016654606,40981352801,44946050995,48910749189,52875447384,56840145578,60804843772
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79147930857,1.58291E+11,2.37429E+11,3.08766E+11,3.76485E+11,3.74167E+11,3.717E+11,3.69099E+11,3.6638E+11,3.63554E+11,2.79145E+11,2.01093E+11,1.28861E+11,61972199210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86183020260,1.6556E+11,2.38706E+11,3.06132E+11,3.68294E+11,2.81718E+11,2.02203E+11,1.29111E+11,61876426582,0,0,0,0,0,0,0,0,0,0,0
750,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86968516753,1.66458E+11,2.39145E+11,3.05628E+11,3.66436E+11,4.42359E+11,5.12169E+11,5.8198E+11,6.5179E+11,7.21601E+11,7.91411E+11,8.61222E+11,9.31032E+11,1.00084E+12,1.07065E+12
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,30706524656,24565219725,18423914794,12282609862,4666739210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,7635394851,15270789703,22906184554,23208355187,20138358638,33487026974,33352543216,33310123089,33342127486,33435152920,32262079774,31268652091,30420949108,29693084303,29064959702,29696492492,30328014497,30959526203,30812923929,30658320498,29684619042,28776062058,27925244194,27125841535,26372421144,20249328452,14587363073,9347631372,4495494064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5547346450,10656637422,15364820565,19704802038,23705984394,23072479807,22468744232,21892083089,21340117474,20810739252,20190027323,19611456642,19032885960,18454315279,17875744597,17297173916,16718603234,16140032553,15561461871,14982891190
1200,1250,2.189E+11,1.7512E+11,1.3134E+11,87559943473,33268126728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,18342582475,36685164951,55027747426,55753654843,48378572612,62541883864,45436573603,29444858133,14353376124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,9093817303,17617714667,25688336569,33392529190,40796284623,30803283972,21911907841,13914146836,6651259254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,8794275030,16682147194,23834764019,30382736192,36427468231,29141048455,21855112942,14569639855,7105184797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,49244239297,43513203838,37782168379,32051132920,20000477458,10860732750,16077810033,14147555992,12365740740,10703923863,9140494249,8868233708,8640092644,8447740392,8284819430,8146393857,13805412357,19464090020,25122442215,30022343414,34669381207,33995525247,33353221866,32738884298,32149449570,31582286251,31316917868,31045688099,30769091318,30487567827,30201511045,29837709304,29473711729,29109536047,28745197908,28380711180,28016825282,27652662162,27288499043,26924335923,26560172803,26196009683,25831846563,25467683443,25103520323,24739357203
