Policy:,waste - methane capture,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
-90,-80,2.95445E+12,2.27495E+12,1.64455E+12,1.05813E+12,5.03119E+11,0,0,0,0,0,0,1.65793E+11,3.20315E+11,4.64667E+11,5.99813E+11,7.26598E+11,7.21719E+11,7.17102E+11,7.12721E+11,7.08556E+11,7.04587E+11,5.45059E+11,3.95665E+11,2.55528E+11,1.23871E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-80,-70,1.53694E+12,1.34392E+12,1.16486E+12,9.98279E+11,8.29547E+11,6.75556E+11,6.29901E+11,6.13788E+11,5.9877E+11,5.84743E+11,5.71612E+11,6.099E+11,6.45573E+11,6.78887E+11,7.10065E+11,7.39304E+11,5.70893E+11,4.13754E+11,2.66828E+11,1.29184E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-70,-60,2.60098E+12,2.71225E+12,2.81547E+12,2.91149E+12,2.9534E+12,2.98681E+12,2.70425E+12,2.55756E+12,2.42047E+12,2.29203E+12,2.17144E+12,1.85745E+12,1.56476E+12,1.29129E+12,1.03522E+12,7.94953E+11,6.13865E+11,4.44898E+11,2.86913E+11,1.38907E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-60,-50,0,1.11365E+12,2.1468E+12,3.1079E+12,3.94064E+12,4.68834E+12,4.4169E+12,4.34752E+12,4.28308E+12,4.2231E+12,4.16715E+12,3.93578E+12,3.72004E+12,3.51843E+12,3.32959E+12,3.15236E+12,3.1014E+12,3.05359E+12,3.00862E+12,2.96624E+12,2.92621E+12,2.71457E+12,2.51605E+12,2.32953E+12,2.15398E+12,1.98852E+12,1.81013E+12,1.6423E+12,1.48416E+12,1.33497E+12,1.19405E+12,1.16173E+12,1.13094E+12,1.10158E+12,1.07355E+12,1.04676E+12,1.01507E+12,9.85631E+11,9.56193E+11,9.26755E+11,8.97317E+11,8.6788E+11,8.38442E+11,8.09004E+11,7.79566E+11,7.50128E+11
-50,-40,0,0,0,0,0,0,2.17813E+11,4.21397E+11,6.1218E+11,7.91407E+11,9.60165E+11,1.26006E+12,1.53955E+12,1.80062E+12,2.04503E+12,2.2743E+12,2.41139E+12,2.53904E+12,2.65814E+12,2.76947E+12,2.87371E+12,2.83771E+12,2.80357E+12,2.77112E+12,2.74022E+12,2.71074E+12,2.65506E+12,2.60223E+12,2.55201E+12,2.50421E+12,2.45864E+12,2.27612E+12,2.10355E+12,1.94023E+12,1.78552E+12,1.63884E+12,1.46041E+12,1.29657E+12,1.13274E+12,9.6891E+11,8.05078E+11,6.41246E+11,4.77414E+11,3.13582E+11,1.4975E+11,0
-40,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49877E+11,2.90126E+11,4.21581E+11,5.4498E+11,6.60983E+11,7.86892E+11,9.04918E+11,1.01569E+12,1.11977E+12,1.21768E+12,1.33212E+12,1.4395E+12,1.54032E+12,1.63503E+12,1.72405E+12,1.83559E+12,1.93677E+12,2.03796E+12,2.13914E+12,2.24032E+12,2.3415E+12,2.44269E+12,2.54387E+12,2.64505E+12,2.74624E+12
-30,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15079299346,29275334281,42650965385,55263230506,67163995167,80933751297,93949480083,1.06965E+11,1.19981E+11,1.32997E+11,1.46012E+11,1.59028E+11,1.72044E+11,1.8506E+11,1.98075E+11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13804140487,26799708524,39044248978,50589976374,61484370305,74089707179,86004779928,97919852677,1.09835E+11,1.2175E+11,1.33665E+11,1.4558E+11,1.57495E+11,1.6941E+11,1.81325E+11
0.1,10,2.05155E+11,1.7725E+11,1.51362E+11,1.2728E+11,1.03156E+11,81164117514,98473959092,1.17844E+11,1.36006E+11,1.53078E+11,1.69161E+11,1.71651E+11,1.73968E+11,1.7613E+11,1.7815E+11,1.80042E+11,4.64562E+11,7.29906E+11,9.77877E+11,1.21006E+12,1.42785E+12,1.39677E+12,1.36746E+12,1.33976E+12,1.31355E+12,1.28869E+12,1.88701E+12,2.44826E+12,2.97542E+12,3.47112E+12,3.93775E+12,3.78403E+12,3.63815E+12,3.49953E+12,3.36768E+12,3.24215E+12,3.09165E+12,2.95263E+12,2.81361E+12,2.67459E+12,2.53557E+12,2.39655E+12,2.25753E+12,2.1185E+12,1.97948E+12,1.84046E+12
10,20,5.59061E+12,5.72035E+12,5.84072E+12,5.95269E+12,5.96096E+12,5.95932E+12,5.77996E+12,5.84662E+12,5.90981E+12,5.96988E+12,6.02713E+12,6.05787E+12,6.0864E+12,6.11294E+12,6.13766E+12,6.16074E+12,5.69325E+12,5.25668E+12,4.8481E+12,4.46498E+12,4.10507E+12,3.95946E+12,3.82255E+12,3.69358E+12,3.57188E+12,3.45686E+12,2.70966E+12,2.00766E+12,1.34726E+12,7.25224E+11,1.38635E+11,1.38169E+11,1.37689E+11,1.37197E+11,1.36692E+11,1.36176E+11,1.35704E+11,1.35212E+11,1.3472E+11,1.34229E+11,1.33737E+11,1.33245E+11,1.32753E+11,1.32261E+11,1.31769E+11,1.31277E+11
20,30,0,9760543938,18815646819,27239119688,34537689612,41090866502,42423970845,45285464740,47972089448,50500832993,52886554667,68597156322,83238545408,96915308002,1.09719E+11,1.21729E+11,93999751816,68126233404,43934249470,21270560648,0,0,0,0,0,0,0,0,0,0,0,1.23619E+11,2.39997E+11,3.4965E+11,4.53045E+11,5.50606E+11,6.6349E+11,7.70192E+11,8.76894E+11,9.83596E+11,1.0903E+12,1.197E+12,1.3037E+12,1.4104E+12,1.51711E+12,1.62381E+12
30,40,47290555398,36414020610,26323584861,16936997774,8053189385,0,11552353806,22350032540,32468809792,41974642536,50925213900,2.83351E+11,4.99974E+11,7.0234E+11,8.91798E+11,1.06953E+12,1.03194E+12,9.96771E+11,9.6381E+11,9.32852E+11,9.03721E+11,8.72555E+11,8.43246E+11,8.15633E+11,7.89574E+11,7.64941E+11,7.39001E+11,7.14492E+11,6.91302E+11,6.69326E+11,6.48473E+11,5.03286E+11,3.66409E+11,2.37253E+11,1.15279E+11,0,0,0,0,0,0,0,0,0,0,0
40,50,9.90218E+11,1.0181E+12,1.04396E+12,1.06802E+12,1.07315E+12,1.07614E+12,1.03481E+12,1.03848E+12,1.04206E+12,1.04555E+12,1.04895E+12,8.0965E+11,5.86595E+11,3.78199E+11,1.83074E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,70,47290555398,45629191205,44087901726,42654123414,40661075149,38794901914,28726587683,20841212760,13456393492,6523498747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86533421244,1.67998E+11,2.44755E+11,3.17131E+11,3.85424E+11,4.64443E+11,5.39134E+11,6.13826E+11,6.88517E+11,7.63209E+11,8.379E+11,9.12592E+11,9.87283E+11,1.06197E+12,1.13667E+12
70,80,0,0,0,0,0,0,0,0,0,0,0,1.70831E+11,3.30047E+11,4.78785E+11,6.18037E+11,7.48674E+11,7.22355E+11,6.97739E+11,6.74667E+11,6.52997E+11,6.32605E+11,6.10789E+11,5.90272E+11,5.70943E+11,5.52702E+11,5.35459E+11,5.17301E+11,5.00145E+11,4.83911E+11,4.68528E+11,4.53931E+11,3.523E+11,2.56487E+11,1.66077E+11,80695193609,0,0,0,0,0,0,0,0,0,0,0
80,90,0,0,0,0,0,0,1.66568E+11,3.22255E+11,4.68153E+11,6.05213E+11,7.34267E+11,5.66755E+11,4.10616E+11,2.64739E+11,1.28152E+11,0,0,0,0,0,0,0,0,0,0,0,39019935450,75640502711,1.10053E+11,1.4243E+11,1.72926E+11,4.46253E+11,7.03518E+11,9.45864E+11,1.17433E+12,1.38986E+12,1.65658E+12,1.89976E+12,2.14294E+12,2.38611E+12,2.62929E+12,2.87247E+12,3.11565E+12,3.35883E+12,3.602E+12,3.84518E+12
90,100,3.03825E+12,3.14289E+12,3.23997E+12,3.33028E+12,3.36029E+12,3.38232E+12,3.03263E+12,2.83877E+12,2.6575E+12,2.48762E+12,2.32805E+12,2.33659E+12,2.3445E+12,2.35185E+12,2.35868E+12,2.36504E+12,2.29989E+12,2.23891E+12,2.1817E+12,2.12793E+12,2.07729E+12,2.01956E+12,1.96521E+12,1.91394E+12,1.8655E+12,1.81965E+12,1.72981E+12,1.64511E+12,1.56514E+12,1.48952E+12,1.41793E+12,1.10047E+12,8.01181E+11,5.1877E+11,2.52066E+11,0,0,0,0,0,0,0,0,0,0,0
100,150,4.11118E+12,3.89574E+12,3.69587E+12,3.50995E+12,3.28359E+12,3.07368E+12,2.89534E+12,2.8495E+12,2.80692E+12,2.76727E+12,2.7303E+12,2.60697E+12,2.49197E+12,2.38449E+12,2.2838E+12,2.1893E+12,2.13127E+12,2.07695E+12,2.02599E+12,1.97807E+12,1.93294E+12,1.88093E+12,1.83194E+12,1.78573E+12,1.74205E+12,1.7007E+12,1.65449E+12,1.61076E+12,1.56931E+12,1.52996E+12,1.49256E+12,1.45216E+12,1.41367E+12,1.37698E+12,1.34194E+12,1.30845E+12,1.26884E+12,1.23204E+12,1.19524E+12,1.15844E+12,1.12165E+12,1.08485E+12,1.04805E+12,1.01125E+12,9.74457E+11,9.3766E+11
150,200,0,0,0,0,0,0,0,0,0,0,0,73213157160,1.41449E+11,2.05194E+11,2.64873E+11,3.2086E+11,3.09581E+11,2.99031E+11,2.89143E+11,2.79856E+11,2.71116E+11,2.61767E+11,2.52974E+11,2.4469E+11,2.36872E+11,2.29482E+11,2.217E+11,2.14348E+11,2.0739E+11,2.00798E+11,1.94542E+11,1.88071E+11,1.81922E+11,1.76071E+11,1.70497E+11,1.65182E+11,1.58843E+11,1.52976E+11,1.47108E+11,1.4124E+11,1.35372E+11,1.29504E+11,1.23636E+11,1.17768E+11,1.11901E+11,1.06033E+11
200,250,2.97066E+11,3.02501E+11,3.07543E+11,3.12234E+11,3.11583E+11,3.10516E+11,3.01315E+11,3.04923E+11,3.08342E+11,3.11591E+11,3.14686E+11,2.42895E+11,1.75978E+11,1.1346E+11,54922088865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60983E+12,5.05919E+12,7.36088E+12,9.52641E+12,1.15661E+13,1.11814E+13,1.08158E+13,1.04679E+13,1.01366E+13,9.82056E+12,9.44371E+12,9.09485E+12,8.74599E+12,8.39713E+12,8.04827E+12,7.69941E+12,7.35055E+12,7.00169E+12,6.65283E+12,6.30397E+12
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67486E+12,7.10228E+12,1.03055E+13,1.3305E+13,1.61187E+13,1.55628E+13,1.504E+13,1.45475E+13,1.40828E+13,1.36434E+13,1.05709E+13,7.68443E+12,4.9691E+12,2.41162E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,0,0,0,0,0,0,0,0,0,0,0,4.35274E+12,8.40955E+12,1.21994E+13,1.57475E+13,1.90761E+13,1.47306E+13,1.0676E+13,6.88491E+12,3.3333E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,4.24413E+12,8.211E+12,1.19285E+13,1.54207E+13,1.8709E+13,1.44408E+13,1.04624E+13,6.74552E+12,3.26528E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1200,0,4.38517E+12,8.4534E+12,1.22379E+13,1.55169E+13,1.84611E+13,1.36699E+13,9.91758E+12,6.40341E+12,3.1043E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,1.76614E+13,1.35994E+13,9.83097E+12,6.3254E+12,3.0076E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,1.269141058,1.221558096,1.177414182,1.136349484,1.080620984,1.028526299,0.951995283,0.920900014,0.89188617,0.864751513,0.839319229,0.809801262,0.782272962,0.756539755,0.732431541,0.709799142,0.685136774,0.66206966,0.64044786,0.62013965,0.601028842,0.581184474,0.562518326,0.544928497,0.528324509,0.512625749,0.496477641,0.48121323,0.466761898,0.453060379,0.440051784,0.42691004,0.414406991,0.402497157,0.391139326,0.38029597,0.367416773,0.355473886,0.343530999,0.331588112,0.319645225,0.307702338,0.295759451,0.283816564,0.271873677,0.25993079
